"행정구역","2022년06월_총인구수","2022년06월_세대수","2022년06월_세대당 인구","2022년06월_남자 인구수","2022년06월_여자 인구수","2022년06월_남여 비율"
"경기도 광주시 (4161000000)","389,876","169,730","          2.30","198,918","190,958","          1.04"
"경기도 광주시 오포읍(4161025000)","112,898","49,230","          2.29","56,913","55,985","          1.02"
"경기도 광주시 초월읍(4161025300)","48,558","21,161","          2.29","25,223","23,335","          1.08"
"경기도 광주시 곤지암읍(4161025900)","22,873","11,508","          1.99","12,222","10,651","          1.15"
"경기도 광주시 도척면(4161033000)","9,558","5,117","          1.87","5,227","4,331","          1.21"
"경기도 광주시 퇴촌면(4161034000)","15,879","7,576","          2.10","8,072","7,807","          1.03"
"경기도 광주시 남종면(4161035000)","1,497","827","          1.81","787","710","          1.11"
"경기도 광주시 남한산성면(4161037000)","2,464","1,231","          2.00","1,294","1,170","          1.11"
"경기도 광주시 경안동(4161051000)","29,672","13,488","          2.20","15,229","14,443","          1.05"
"경기도 광주시 송정동(4161052000)","21,837","9,694","          2.25","11,038","10,799","          1.02"
"경기도 광주시 쌍령동(4161054000)","18,239","7,176","          2.54","9,114","9,125","          1.00"
"경기도 광주시 탄벌동(4161055000)","38,664","16,322","          2.37","19,633","19,031","          1.03"
"경기도 광주시 광남1동(4161056000)","34,038","14,707","          2.31","17,460","16,578","          1.05"
"경기도 광주시 광남2동(4161057000)","33,699","11,693","          2.88","16,706","16,993","          0.98"
"경기도 양주시 (4163000000)","237,156","103,475","          2.29","120,188","116,968","          1.03"
"경기도 양주시 백석읍(4163025000)","26,106","11,784","          2.22","13,244","12,862","          1.03"
"경기도 양주시 은현면(4163031000)","5,768","3,172","          1.82","3,278","2,490","          1.32"
"경기도 양주시 남면(4163032000)","6,850","3,881","          1.77","3,843","3,007","          1.28"
"경기도 양주시 광적면(4163033000)","11,739","6,003","          1.96","6,349","5,390","          1.18"
"경기도 양주시 장흥면(4163034000)","10,990","5,672","          1.94","5,631","5,359","          1.05"
"경기도 양주시 양주1동(4163051000)","5,100","2,670","          1.91","2,668","2,432","          1.10"
"경기도 양주시 양주2동(4163052000)","49,702","19,475","          2.55","24,325","25,377","          0.96"
"경기도 양주시 회천1동(4163053000)","9,687","4,783","          2.03","5,155","4,532","          1.14"
"경기도 양주시 회천2동(4163054000)","27,017","11,742","          2.30","13,653","13,364","          1.02"
"경기도 양주시 회천3동(4163055000)","27,084","11,037","          2.45","13,409","13,675","          0.98"
"경기도 양주시 회천4동(4163056000)","57,113","23,256","          2.46","28,633","28,480","          1.01"
"경기도 포천시 (4165000000)","148,066","73,792","          2.01","78,483","69,583","          1.13"
"경기도 포천시 소흘읍(4165025000)","45,198","19,885","          2.27","23,071","22,127","          1.04"
"경기도 포천시 군내면(4165031000)","8,574","4,344","          1.97","4,618","3,956","          1.17"
"경기도 포천시 내촌면(4165032000)","4,495","2,640","          1.70","2,625","1,870","          1.40"
"경기도 포천시 가산면(4165033000)","7,528","4,308","          1.75","4,424","3,104","          1.43"
"경기도 포천시 신북면(4165034000)","12,496","6,544","          1.91","6,891","5,605","          1.23"
"경기도 포천시 창수면(4165035000)","2,096","1,177","          1.78","1,177","919","          1.28"
"경기도 포천시 영중면(4165036000)","4,739","2,672","          1.77","2,553","2,186","          1.17"
"경기도 포천시 일동면(4165037000)","9,384","5,011","          1.87","4,928","4,456","          1.11"
"경기도 포천시 이동면(4165038000)","6,207","3,376","          1.84","3,390","2,817","          1.20"
"경기도 포천시 영북면(4165039000)","8,168","4,412","          1.85","4,410","3,758","          1.17"
"경기도 포천시 관인면(4165040000)","2,663","1,498","          1.78","1,389","1,274","          1.09"
"경기도 포천시 화현면(4165041000)","2,722","1,456","          1.87","1,443","1,279","          1.13"
"경기도 포천시 포천동(4165051000)","18,936","8,887","          2.13","9,561","9,375","          1.02"
"경기도 포천시 선단동(4165052000)","14,860","7,582","          1.96","8,003","6,857","          1.17"
"경기도 여주시 (4167000000)","112,639","53,403","          2.11","57,300","55,339","          1.04"
"경기도 여주시 가남읍(4167025000)","15,012","7,504","          2.00","7,788","7,224","          1.08"
"경기도 여주시 점동면(4167031000)","4,811","2,309","          2.08","2,482","2,329","          1.07"
"경기도 여주시 흥천면(4167032000)","5,091","2,535","          2.01","2,667","2,424","          1.10"
"경기도 여주시 금사면(4167033000)","2,959","1,618","          1.83","1,532","1,427","          1.07"
"경기도 여주시 세종대왕면(4167034500)","6,153","3,084","          2.00","3,183","2,970","          1.07"
"경기도 여주시 대신면(4167035000)","6,887","3,685","          1.87","3,592","3,295","          1.09"
"경기도 여주시 북내면(4167036000)","4,855","2,433","          2.00","2,548","2,307","          1.10"
"경기도 여주시 강천면(4167037000)","4,276","2,291","          1.87","2,222","2,054","          1.08"
"경기도 여주시 산북면(4167038000)","2,603","1,254","          2.08","1,317","1,286","          1.02"
"경기도 여주시 여흥동(4167051000)","21,485","10,233","          2.10","10,775","10,710","          1.01"
"경기도 여주시 중앙동(4167052000)","19,865","8,501","          2.34","9,967","9,898","          1.01"
"경기도 여주시 오학동(4167053000)","18,642","7,956","          2.34","9,227","9,415","          0.98"
"경기도 연천군 (4180000000)","42,625","22,099","          1.93","22,394","20,231","          1.11"
"경기도 연천군 연천읍(4180025000)","7,548","3,942","          1.91","4,084","3,464","          1.18"
"경기도 연천군 전곡읍(4180025300)","18,887","8,911","          2.12","9,656","9,231","          1.05"
"경기도 연천군 군남면(4180031000)","3,133","1,730","          1.81","1,669","1,464","          1.14"
"경기도 연천군 청산면(4180032000)","4,196","2,485","          1.69","2,234","1,962","          1.14"
"경기도 연천군 백학면(4180033000)","2,541","1,380","          1.84","1,361","1,180","          1.15"
"경기도 연천군 미산면(4180034000)","1,727","976","          1.77","934","793","          1.18"
"경기도 연천군 왕징면(4180035000)","1,005","577","          1.74","553","452","          1.22"
"경기도 연천군 신서면(4180036000)","2,680","1,617","          1.66","1,423","1,257","          1.13"
"경기도 연천군 중면(4180037000)","187","109","          1.72","113","74","          1.53"
"경기도 연천군 장남면(4180038000)","721","372","          1.94","367","354","          1.04"
"경기도 가평군 (4182000000)","62,306","32,057","          1.94","32,135","30,171","          1.07"
"경기도 가평군 가평읍(4182025000)","19,574","9,497","          2.06","9,953","9,621","          1.03"
"경기도 가평군 설악면(4182031000)","9,675","5,276","          1.83","4,978","4,697","          1.06"
"경기도 가평군 청평면(4182032500)","13,918","7,371","          1.89","7,100","6,818","          1.04"
"경기도 가평군 상면(4182033000)","5,713","3,243","          1.76","3,028","2,685","          1.13"
"경기도 가평군 조종면(4182034500)","9,591","4,420","          2.17","5,098","4,493","          1.13"
"경기도 가평군 북면(4182035000)","3,835","2,250","          1.70","1,978","1,857","          1.07"
"경기도 양평군 (4183000000)","122,355","59,677","          2.05","61,515","60,840","          1.01"
"경기도 양평군 양평읍(4183025000)","32,001","14,421","          2.22","16,028","15,973","          1.00"
"경기도 양평군 강상면(4183031000)","10,362","4,756","          2.18","5,152","5,210","          0.99"
"경기도 양평군 강하면(4183032000)","4,898","2,650","          1.85","2,458","2,440","          1.01"
"경기도 양평군 양서면(4183033000)","14,035","6,756","          2.08","7,013","7,022","          1.00"
"경기도 양평군 옥천면(4183034000)","8,286","4,226","          1.96","4,220","4,066","          1.04"
"경기도 양평군 서종면(4183035000)","10,069","5,157","          1.95","5,003","5,066","          0.99"
"경기도 양평군 단월면(4183036000)","3,853","2,086","          1.85","1,969","1,884","          1.05"
"경기도 양평군 청운면(4183037000)","3,810","2,154","          1.77","1,966","1,844","          1.07"
"경기도 양평군 양동면(4183038000)","4,629","2,409","          1.92","2,329","2,300","          1.01"
"경기도 양평군 지평면(4183039500)","7,042","3,784","          1.86","3,562","3,480","          1.02"
"경기도 양평군 용문면(4183040000)","18,104","8,574","          2.11","9,156","8,948","          1.02"
"경기도 양평군 개군면(4183041000)","5,266","2,704","          1.95","2,659","2,607","          1.02"
"강원도  (4200000000)","1,539,064","753,336","          2.04","774,405","764,659","          1.01"
"강원도 춘천시 (4211000000)","285,907","132,351","          2.16","141,081","144,826","          0.97"
"강원도 춘천시 신북읍(4211025000)","7,470","3,649","          2.05","3,747","3,723","          1.01"
"강원도 춘천시 동면(4211031000)","19,417","8,005","          2.43","9,592","9,825","          0.98"
"강원도 춘천시 동산면(4211032000)","1,461","807","          1.81","784","677","          1.16"
"강원도 춘천시 신동면(4211033000)","2,603","1,212","          2.15","1,350","1,253","          1.08"
"강원도 춘천시 남면(4211034000)","1,078","662","          1.63","584","494","          1.18"
"강원도 춘천시 서면(4211035000)","3,715","1,948","          1.91","1,916","1,799","          1.07"
"강원도 춘천시 사북면(4211036000)","2,478","1,448","          1.71","1,226","1,252","          0.98"
"강원도 춘천시 북산면(4211038000)","968","632","          1.53","538","430","          1.25"
"강원도 춘천시 동내면(4211039000)","16,973","7,789","          2.18","8,461","8,512","          0.99"
"강원도 춘천시 남산면(4211040000)","3,419","1,986","          1.72","1,802","1,617","          1.11"
"강원도 춘천시 교동(4211052000)","3,556","2,369","          1.50","1,844","1,712","          1.08"
"강원도 춘천시 조운동(4211053000)","2,612","1,585","          1.65","1,272","1,340","          0.95"
"강원도 춘천시 약사명동(4211054500)","3,374","1,626","          2.08","1,582","1,792","          0.88"
"강원도 춘천시 근화동(4211057000)","8,379","4,091","          2.05","4,211","4,168","          1.01"
"강원도 춘천시 소양동(4211058000)","9,151","4,176","          2.19","4,491","4,660","          0.96"
"강원도 춘천시 후평1동(4211060000)","11,334","6,181","          1.83","5,664","5,670","          1.00"
"강원도 춘천시 후평2동(4211061000)","14,418","6,387","          2.26","6,870","7,548","          0.91"
"강원도 춘천시 후평3동(4211061100)","20,439","9,051","          2.26","9,725","10,714","          0.91"
"강원도 춘천시 효자1동(4211062000)","4,327","1,949","          2.22","2,149","2,178","          0.99"
"강원도 춘천시 효자2동(4211063000)","11,983","7,746","          1.55","6,299","5,684","          1.11"
"강원도 춘천시 효자3동(4211064000)","4,412","2,730","          1.62","2,210","2,202","          1.00"
"강원도 춘천시 석사동(4211065000)","34,266","15,037","          2.28","16,879","17,387","          0.97"
"강원도 춘천시 퇴계동(4211066000)","48,151","19,981","          2.41","23,183","24,968","          0.93"
"강원도 춘천시 강남동(4211067500)","25,097","10,694","          2.35","12,239","12,858","          0.95"
"강원도 춘천시 신사우동(4211070500)","24,826","10,610","          2.34","12,463","12,363","          1.01"
"강원도 원주시 (4213000000)","359,596","167,510","          2.15","178,256","181,340","          0.98"
"강원도 원주시 문막읍(4213025000)","18,086","9,055","          2.00","9,237","8,849","          1.04"
"강원도 원주시 소초면(4213031000)","8,427","4,445","          1.90","4,498","3,929","          1.14"
"강원도 원주시 호저면(4213032000)","3,646","1,920","          1.90","1,920","1,726","          1.11"
"강원도 원주시 지정면(4213033000)","29,072","11,720","          2.48","14,309","14,763","          0.97"
"강원도 원주시 부론면(4213035000)","2,224","1,300","          1.71","1,130","1,094","          1.03"
"강원도 원주시 귀래면(4213036000)","2,182","1,219","          1.79","1,123","1,059","          1.06"
"강원도 원주시 흥업면(4213037000)","9,435","5,256","          1.80","5,005","4,430","          1.13"
"강원도 원주시 판부면(4213038000)","7,327","3,829","          1.91","3,878","3,449","          1.12"
"강원도 원주시 신림면(4213039000)","3,546","1,998","          1.77","1,815","1,731","          1.05"
"강원도 원주시 중앙동(4213051500)","2,498","1,627","          1.54","1,327","1,171","          1.13"
"강원도 원주시 원인동(4213052000)","4,333","2,361","          1.84","2,060","2,273","          0.91"
"강원도 원주시 개운동(4213053000)","12,687","5,888","          2.15","6,075","6,612","          0.92"
"강원도 원주시 명륜1동(4213054100)","8,269","3,717","          2.22","3,969","4,300","          0.92"
"강원도 원주시 명륜2동(4213054200)","17,306","8,322","          2.08","8,324","8,982","          0.93"
"강원도 원주시 단구동(4213055000)","44,237","19,919","          2.22","21,714","22,523","          0.96"
"강원도 원주시 일산동(4213056000)","8,558","4,572","          1.87","4,114","4,444","          0.93"
"강원도 원주시 학성동(4213057500)","4,570","2,445","          1.87","2,244","2,326","          0.96"
"강원도 원주시 단계동(4213059000)","28,718","13,319","          2.16","13,971","14,747","          0.95"
"강원도 원주시 우산동(4213060000)","13,476","6,642","          2.03","7,114","6,362","          1.12"
"강원도 원주시 태장1동(4213061000)","10,250","4,870","          2.10","5,124","5,126","          1.00"
"강원도 원주시 태장2동(4213062000)","24,685","11,424","          2.16","12,348","12,337","          1.00"
"강원도 원주시 봉산동(4213063500)","7,749","3,813","          2.03","3,825","3,924","          0.97"
"강원도 원주시 행구동(4213065000)","8,783","3,541","          2.48","4,339","4,444","          0.98"
"강원도 원주시 무실동(4213066000)","34,928","15,320","          2.28","17,085","17,843","          0.96"
"강원도 원주시 반곡관설동(4213067500)","44,604","18,988","          2.35","21,708","22,896","          0.95"
"강원도 강릉시 (4215000000)","212,277","103,321","          2.05","105,308","106,969","          0.98"
"강원도 강릉시 주문진읍(4215025000)","16,617","9,226","          1.80","8,098","8,519","          0.95"
"강원도 강릉시 성산면(4215031000)","3,467","1,744","          1.99","1,765","1,702","          1.04"
"강원도 강릉시 왕산면(4215032000)","1,575","902","          1.75","843","732","          1.15"
"강원도 강릉시 구정면(4215033000)","4,258","2,042","          2.09","2,156","2,102","          1.03"
"강원도 강릉시 강동면(4215034000)","4,143","2,251","          1.84","2,205","1,938","          1.14"
"강원도 강릉시 옥계면(4215035000)","3,440","1,935","          1.78","1,761","1,679","          1.05"
"강원도 강릉시 사천면(4215036000)","4,718","2,493","          1.89","2,422","2,296","          1.05"
"강원도 강릉시 연곡면(4215037000)","6,348","3,295","          1.93","3,191","3,157","          1.01"
"강원도 강릉시 홍제동(4215051000)","15,102","7,116","          2.12","7,369","7,733","          0.95"
"강원도 강릉시 중앙동(4215052000)","4,748","2,816","          1.69","2,293","2,455","          0.93"
"강원도 강릉시 옥천동(4215054000)","3,347","2,037","          1.64","1,737","1,610","          1.08"
"강원도 강릉시 교1동(4215055000)","25,649","11,843","          2.17","12,497","13,152","          0.95"
"강원도 강릉시 교2동(4215056000)","7,664","3,850","          1.99","3,811","3,853","          0.99"
"강원도 강릉시 포남1동(4215057100)","10,535","5,464","          1.93","5,164","5,371","          0.96"
"강원도 강릉시 포남2동(4215057200)","12,694","6,569","          1.93","6,211","6,483","          0.96"
"강원도 강릉시 초당동(4215058000)","4,683","2,357","          1.99","2,280","2,403","          0.95"
"강원도 강릉시 송정동(4215059000)","9,961","4,161","          2.39","4,789","5,172","          0.93"
"강원도 강릉시 내곡동(4215060000)","16,460","7,792","          2.11","8,298","8,162","          1.02"
"강원도 강릉시 강남동(4215061500)","17,666","8,348","          2.12","8,874","8,792","          1.01"
"강원도 강릉시 성덕동(4215064500)","27,893","11,923","          2.34","13,797","14,096","          0.98"
"강원도 강릉시 경포동(4215066500)","11,309","5,157","          2.19","5,747","5,562","          1.03"
"강원도 동해시 (4217000000)","89,574","43,056","          2.08","45,553","44,021","          1.03"
"강원도 동해시 천곡동(4217051000)","30,644","13,922","          2.20","15,243","15,401","          0.99"
"강원도 동해시 송정동(4217052000)","3,674","2,169","          1.69","2,023","1,651","          1.23"
"강원도 동해시 북삼동(4217053000)","19,958","8,835","          2.26","10,374","9,584","          1.08"
"강원도 동해시 부곡동(4217054000)","4,920","2,606","          1.89","2,395","2,525","          0.95"
"강원도 동해시 동호동(4217055000)","5,070","2,602","          1.95","2,548","2,522","          1.01"
"강원도 동해시 발한동(4217057000)","3,283","1,956","          1.68","1,659","1,624","          1.02"
"강원도 동해시 묵호동(4217059000)","3,008","1,805","          1.67","1,502","1,506","          1.00"
"강원도 동해시 북평동(4217060000)","12,815","5,794","          2.21","6,612","6,203","          1.07"
"강원도 동해시 망상동(4217063000)","3,440","1,833","          1.88","1,744","1,696","          1.03"
"강원도 동해시 삼화동(4217065000)","2,762","1,534","          1.80","1,453","1,309","          1.11"
"강원도 태백시 (4219000000)","40,085","20,582","          1.95","20,259","19,826","          1.02"
"강원도 태백시 황지동(4219051500)","5,965","2,878","          2.07","2,954","3,011","          0.98"
"강원도 태백시 황연동(4219052500)","4,191","2,343","          1.79","2,126","2,065","          1.03"
"강원도 태백시 삼수동(4219053500)","5,563","2,875","          1.93","2,852","2,711","          1.05"
"강원도 태백시 상장동(4219054000)","12,882","5,981","          2.15","6,483","6,399","          1.01"
"강원도 태백시 문곡소도동(4219058500)","3,775","2,030","          1.86","1,897","1,878","          1.01"
"강원도 태백시 장성동(4219059500)","3,292","1,746","          1.89","1,631","1,661","          0.98"
"강원도 태백시 구문소동(4219060500)","2,443","1,479","          1.65","1,281","1,162","          1.10"
"강원도 태백시 철암동(4219061500)","1,974","1,250","          1.58","1,035","939","          1.10"
"강원도 속초시 (4221000000)","82,848","41,054","          2.02","41,100","41,748","          0.98"
"강원도 속초시 영랑동(4221051000)","4,403","2,497","          1.76","2,298","2,105","          1.09"
"강원도 속초시 동명동(4221052000)","3,459","1,858","          1.86","1,741","1,718","          1.01"
"강원도 속초시 금호동(4221054000)","6,034","3,199","          1.89","2,970","3,064","          0.97"
"강원도 속초시 교동(4221056000)","9,480","4,922","          1.93","4,665","4,815","          0.97"
"강원도 속초시 노학동(4221057000)","21,773","10,672","          2.04","10,862","10,911","          1.00"
"강원도 속초시 조양동(4221058000)","29,611","13,354","          2.22","14,442","15,169","          0.95"
"강원도 속초시 청호동(4221059000)","4,989","2,768","          1.80","2,517","2,472","          1.02"
"강원도 속초시 대포동(4221060000)","3,099","1,784","          1.74","1,605","1,494","          1.07"
"강원도 삼척시 (4223000000)","64,165","34,066","          1.88","32,450","31,715","          1.02"
"강원도 삼척시 도계읍(4223025000)","9,770","6,148","          1.59","4,874","4,896","          1.00"
"강원도 삼척시 원덕읍(4223025300)","3,209","2,089","          1.54","1,685","1,524","          1.11"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,683","1,006","          1.67","851","832","          1.02"
"강원도 삼척시 근덕면(4223031000)","5,024","3,096","          1.62","2,586","2,438","          1.06"
"강원도 삼척시 하장면(4223032000)","1,282","723","          1.77","695","587","          1.18"
"강원도 삼척시 노곡면(4223033000)","705","438","          1.61","383","322","          1.19"
"강원도 삼척시 미로면(4223034000)","1,802","1,048","          1.72","939","863","          1.09"
"강원도 삼척시 가곡면(4223035000)","670","419","          1.60","342","328","          1.04"
"강원도 삼척시 신기면(4223036000)","670","427","          1.57","366","304","          1.20"
"강원도 삼척시 남양동(4223051000)","7,236","3,928","          1.84","3,551","3,685","          0.96"
"강원도 삼척시 교동(4223053000)","15,725","6,640","          2.37","8,002","7,723","          1.04"
"강원도 삼척시 정라동(4223054000)","8,622","4,368","          1.97","4,356","4,266","          1.02"
"강원도 삼척시 성내동(4223057000)","7,767","3,736","          2.08","3,820","3,947","          0.97"
"강원도 홍천군 (4272000000)","67,884","34,337","          1.98","34,908","32,976","          1.06"
"강원도 홍천군 홍천읍(4272025000)","33,728","15,582","          2.16","17,011","16,717","          1.02"
"강원도 홍천군 화촌면(4272031000)","4,485","2,556","          1.75","2,385","2,100","          1.14"
"강원도 홍천군 두촌면(4272032000)","2,432","1,354","          1.80","1,218","1,214","          1.00"
"강원도 홍천군 내촌면(4272033000)","2,411","1,375","          1.75","1,254","1,157","          1.08"
"강원도 홍천군 서석면(4272034000)","3,715","1,921","          1.93","1,907","1,808","          1.05"
"강원도 홍천군 영귀미면(4272035200)","4,104","2,167","          1.89","2,117","1,987","          1.07"
